,title,tagline,overview,genres,popularity,description
3202,Crocodile Dundee,There's a little of him in all of us.,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",16.072466,"There's a little of him in all of us. When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat."
3203,"Ultramarines: A Warhammer 40,000 Movie",In the grim darkness of the far future there is only war,"A squad of Ultramarines answer a distress call from an Imperial Shrine World. A full Company of Imperial Fists was stationed there, but there is no answer from them. The squad investigates to find out what has happened there.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",3.8911860000000003,"In the grim darkness of the far future there is only war A squad of Ultramarines answer a distress call from an Imperial Shrine World. A full Company of Imperial Fists was stationed there, but there is no answer from them. The squad investigates to find out what has happened there."
3204,The I Inside,His story began when it all ended,"Simon Cable wakes up in a hospital bed, confused and disoriented. He soon discovers from doctors that he has amnesia and is unable to remember the last two years of his life. Cable investigates what has happened to him and slowly pieces together his enigmatic past.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",3.789485,"His story began when it all ended Simon Cable wakes up in a hospital bed, confused and disoriented. He soon discovers from doctors that he has amnesia and is unable to remember the last two years of his life. Cable investigates what has happened to him and slowly pieces together his enigmatic past."
3205,Beneath Hill 60,BENEATH HILL 60 featuring Captain Woodward MC commanding the Australian Hill 60 Tunnelers of World War 1,"The true story of Australia's cat-and-mouse underground mine warfare – one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was a secret struggle BENEATH the Western Front that combined daring engineering, technology and science, and few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",3.949796,"BENEATH HILL 60 featuring Captain Woodward MC commanding the Australian Hill 60 Tunnelers of World War 1 The true story of Australia's cat-and-mouse underground mine warfare – one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was a secret struggle BENEATH the Western Front that combined daring engineering, technology and science, and few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers."
3206,Polisse,,"The daily grind for the cops of the Police Department's Juvenile Protection Unit - taking in child molesters, busting underage pickpockets, interrogating abusive parents, confronting the excesses of teen sexuality, enjoying solidarity with colleagues and laughing uncontrollably at the most unthinkable moments. Knowing the worst exists and living with it. How do these cops balance their private lives and the reality they confront every working day? Fred, the group's hypersensitive wild card, is going to have a hard time facing the scrutiny of Melissa, a photographer on a Ministry of the Interior assignment to document the unit.","[{""id"": 18, ""name"": ""Drama""}]",14.038703," The daily grind for the cops of the Police Department's Juvenile Protection Unit - taking in child molesters, busting underage pickpockets, interrogating abusive parents, confronting the excesses of teen sexuality, enjoying solidarity with colleagues and laughing uncontrollably at the most unthinkable moments. Knowing the worst exists and living with it. How do these cops balance their private lives and the reality they confront every working day? Fred, the group's hypersensitive wild card, is going to have a hard time facing the scrutiny of Melissa, a photographer on a Ministry of the Interior assignment to document the unit."
3207,Awake,"Every year, one in 700 people wake up during surgery.","While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",18.172735999999997,"Every year, one in 700 people wake up during surgery. While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama."
3208,Star Wars: Clone Wars: Volume 1,,"The Saga continues with the Emmy-winning ""Star Wars: Clone Wars."" This animated micro-series, directed by Genndy Tartakovsky, captures George Lucas' vision in a dynamic animated style that is a visual delight for all ages.  ""Star Wars: Clone Wars"" Volume 1 reveals the epic adventures that bridge the story arc between ""Star Wars: Episode II: Attack of the Clones"" and ""Star Wars: Episode III: Revenge of the Sith."" Follow the valiant Jedi Knights and the Brave soldiers of the Republic's clone army as they battle against the droid forces of the Separatists, led by the evil Sith Lord, Count Dooku. Witness the battles that made galactic heroes out of Anakin Skywalker and Obi-Wan Kenobi, and along the way get a first look at the new menace from Episode III, General Grevious.  This is a must-have for any ""Star Wars"" collection.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1.881466," The Saga continues with the Emmy-winning ""Star Wars: Clone Wars."" This animated micro-series, directed by Genndy Tartakovsky, captures George Lucas' vision in a dynamic animated style that is a visual delight for all ages.  ""Star Wars: Clone Wars"" Volume 1 reveals the epic adventures that bridge the story arc between ""Star Wars: Episode II: Attack of the Clones"" and ""Star Wars: Episode III: Revenge of the Sith."" Follow the valiant Jedi Knights and the Brave soldiers of the Republic's clone army as they battle against the droid forces of the Separatists, led by the evil Sith Lord, Count Dooku. Witness the battles that made galactic heroes out of Anakin Skywalker and Obi-Wan Kenobi, and along the way get a first look at the new menace from Episode III, General Grevious.  This is a must-have for any ""Star Wars"" collection."
3209,Skin Trade,Two Cops. One Mission. No Mercy.,After his family is killed by a Serbian gangster with international interests. NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",6.677925999999999,Two Cops. One Mission. No Mercy. After his family is killed by a Serbian gangster with international interests. NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.
3210,The Lost Boys,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",24.750909,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire. A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.
3211,Crazy Heart,"The harder the life, the sweeter the song.","When reporter Jean Craddock interviews Bad Blake -- an alcoholic, seen-better-days country music legend -- they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son. But can he leave behind an existence playing in the shadow of Tommy, the upstart kid he once mentored?","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",17.697042,"The harder the life, the sweeter the song. When reporter Jean Craddock interviews Bad Blake -- an alcoholic, seen-better-days country music legend -- they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son. But can he leave behind an existence playing in the shadow of Tommy, the upstart kid he once mentored?"
3212,The Rose,"She gave and gave, until she had nothing left to give","Midler is the rock-and-roll singer Mary Rose Foster (known as the Rose to her legions of fans), whose romantic relationships and mental health are continuously imperiled by the demands of life on the road.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",7.000949,"She gave and gave, until she had nothing left to give Midler is the rock-and-roll singer Mary Rose Foster (known as the Rose to her legions of fans), whose romantic relationships and mental health are continuously imperiled by the demands of life on the road."
3213,Baggage Claim,She's done flying solo.,"Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.","[{""id"": 35, ""name"": ""Comedy""}]",11.436405,"She's done flying solo. Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé."
3214,Barbarella,See Barbarella do her thing!,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.","[{""id"": 878, ""name"": ""Science Fiction""}]",14.171759,"See Barbarella do her thing! In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people."
3215,Shipwrecked,,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",0.702971, A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.
3216,Election,Reading. Writing. Revenge.,A high school teacher's personal life becomes complicated as he works with students during the school elections.,"[{""id"": 35, ""name"": ""Comedy""}]",13.476595999999999,Reading. Writing. Revenge. A high school teacher's personal life becomes complicated as he works with students during the school elections.
3217,The Namesake,Two Worlds. One Journey.,"American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.","[{""id"": 18, ""name"": ""Drama""}]",3.604863,"Two Worlds. One Journey. American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways."
3218,The DUFF,"You either know one, you have one, or you are one.","Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",40.28709,"You either know one, you have one, or you are one. Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine."
3219,Glitter,"In music she found her dream, her love, herself.",Similar to Mariah's life story. Mariah plays the role of a young singer who is eager to become a big star. She dates a DJ who helps her get into the music business.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.809131,"In music she found her dream, her love, herself. Similar to Mariah's life story. Mariah plays the role of a young singer who is eager to become a big star. She dates a DJ who helps her get into the music business."
3220,The Haunting in Connecticut 2: Ghosts of Georgia,,Sequel to the 2009 mezzo-mezzo supernatural horror purporting to be based on a true story in which a cancer-afflicted teen starts seeing things in the new Victorian house he and his family moved into.,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11.708343, Sequel to the 2009 mezzo-mezzo supernatural horror purporting to be based on a true story in which a cancer-afflicted teen starts seeing things in the new Victorian house he and his family moved into.
3221,Silmido,,"On 31 January 1968, 31 North Korean commandos infiltrated South Korea in a failed mission to assassinate President Park Chung-hee. In revenge, the South Korean military assembled a team of 31 criminals on the island of Silmido to kill Kim Il-sung for a suicide mission to redeem their honor, but was cancelled, leaving them frustrated. It is loosely based on a military uprising in the 1970s.","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2.60632," On 31 January 1968, 31 North Korean commandos infiltrated South Korea in a failed mission to assassinate President Park Chung-hee. In revenge, the South Korean military assembled a team of 31 criminals on the island of Silmido to kill Kim Il-sung for a suicide mission to redeem their honor, but was cancelled, leaving them frustrated. It is loosely based on a military uprising in the 1970s."
3222,Bright Star,First love burns brightest.,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9.230072999999999,"First love burns brightest. In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife."
3223,My Name Is Khan,I am Muslim and i am not a terrorist,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14.719885999999999,"I am Muslim and i am not a terrorist Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race."
3224,All Is Lost,Never give up.,"Deep into a solo voyage in the Indian Ocean, an unnamed man (Redford) wakes to find his 39-foot yacht taking on water after a collision with a shipping container left floating on the high seas. With his navigation equipment and radio disabled, the man sails unknowingly into the path of a violent storm. Despite his success in patching the breached hull, his mariner's intuition and a strength that belies his age, the man barely survives the tempest. Using only a sextant and nautical maps to chart his progress, he is forced to rely on ocean currents to carry him into a shipping lane in hopes of hailing a passing vessel. But with the sun unrelenting, sharks circling and his meager supplies dwindling, the ever-resourceful sailor soon finds himself staring his mortality in the face.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",28.540614,"Never give up. Deep into a solo voyage in the Indian Ocean, an unnamed man (Redford) wakes to find his 39-foot yacht taking on water after a collision with a shipping container left floating on the high seas. With his navigation equipment and radio disabled, the man sails unknowingly into the path of a violent storm. Despite his success in patching the breached hull, his mariner's intuition and a strength that belies his age, the man barely survives the tempest. Using only a sextant and nautical maps to chart his progress, he is forced to rely on ocean currents to carry him into a shipping lane in hopes of hailing a passing vessel. But with the sun unrelenting, sharks circling and his meager supplies dwindling, the ever-resourceful sailor soon finds himself staring his mortality in the face."
3225,Limbo,The Only Thing More Dangerous Than Death... Is Survival.,"Unconventional narrative about the interactions amongst a group of people in a small town in Alaska, each of whom has guards a secret.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0.034259,"The Only Thing More Dangerous Than Death... Is Survival. Unconventional narrative about the interactions amongst a group of people in a small town in Alaska, each of whom has guards a secret."
3226,Namastey London,,"Indian-born Manmohan Malhotra decided to re-locate to London, England, established himself, returned to India, got married to Bebo, and after a period of 4 years got a visa for her so that she could live with him. Shortly thereafter she gave birth to Jasmeet. Manmohan was always embarrassed of Bebo, as she was overly healthy and not quite sophisticated, as a result he always left her at home, while he socialized. Bebo did not want Jasmeet to end up like her, so got her admitted in an English Medium school, encouraged to mingle with Caucasian friends, and as a result Jasmeet was transformed in to Jazz - a stunningly beautiful young woman, British in looks, talk, habits, and heart. Manmohan's plans to get her married to an Indian boy are all in vain. His friend, Parvez Khan, is in a similar situation with his son, Imran, openly romancing a Caucasian blonde, Susan. Manmohan decides to take his family for a tour in India...","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",1.840511," Indian-born Manmohan Malhotra decided to re-locate to London, England, established himself, returned to India, got married to Bebo, and after a period of 4 years got a visa for her so that she could live with him. Shortly thereafter she gave birth to Jasmeet. Manmohan was always embarrassed of Bebo, as she was overly healthy and not quite sophisticated, as a result he always left her at home, while he socialized. Bebo did not want Jasmeet to end up like her, so got her admitted in an English Medium school, encouraged to mingle with Caucasian friends, and as a result Jasmeet was transformed in to Jazz - a stunningly beautiful young woman, British in looks, talk, habits, and heart. Manmohan's plans to get her married to an Indian boy are all in vain. His friend, Parvez Khan, is in a similar situation with his son, Imran, openly romancing a Caucasian blonde, Susan. Manmohan decides to take his family for a tour in India..."
3227,The Wind That Shakes the Barley,Winner of the PALME D'OR at the 2006 Cannes Film Festival.,"Set during the 1920’s Irish revolution against the British, an Irish medical student is about to start his new job in London – but after he witnesses the mercenary atrocities of the British, he decides to join his brother in the IRA to fight for Irish independence.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",6.787967,"Winner of the PALME D'OR at the 2006 Cannes Film Festival. Set during the 1920’s Irish revolution against the British, an Irish medical student is about to start his new job in London – but after he witnesses the mercenary atrocities of the British, he decides to join his brother in the IRA to fight for Irish independence."
3228,Yeh Jawaani Hai Deewani,,"Yeh Jawaani Hai Deewani features two polar opposite characters, who at one point were classmates in Modern School. The first is Naina Talwar (Deepika Padukone), a studious bespectacled young girl. The second is Bunny (Ranbir Kapoor), a carefree young travel-show host, intent on breaking out of the pattern of getting an education, a career, a wife, children, retirement, and eventually death.","[{""id"": 10749, ""name"": ""Romance""}]",3.3531760000000004," Yeh Jawaani Hai Deewani features two polar opposite characters, who at one point were classmates in Modern School. The first is Naina Talwar (Deepika Padukone), a studious bespectacled young girl. The second is Bunny (Ranbir Kapoor), a carefree young travel-show host, intent on breaking out of the pattern of getting an education, a career, a wife, children, retirement, and eventually death."
3229,Quo Vadis,THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!,"Set against the back drop of Rome in crisis, General Marcus Vinicius returns to the city from the battle fields and falls in love with a Christian woman, Lygia. Caught in the grip of insanity, Nero's atrocities become more extreme and he burns Rome, laying the blame on the Christians. Vinicius races to save Lygia from the wrath of Nero as the empire of Rome collapses around them.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",7.973109,"THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime! Set against the back drop of Rome in crisis, General Marcus Vinicius returns to the city from the battle fields and falls in love with a Christian woman, Lygia. Caught in the grip of insanity, Nero's atrocities become more extreme and he burns Rome, laying the blame on the Christians. Vinicius races to save Lygia from the wrath of Nero as the empire of Rome collapses around them."
3230,Repo! The Genetic Opera,Not Your Parent's Opera,"A worldwide epidemic encourages a bio-tech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 878, ""name"": ""Science Fiction""}]",5.897479,"Not Your Parent's Opera A worldwide epidemic encourages a bio-tech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however."
3231,Valley of the Wolves: Iraq,Some Men Are Born to be Heroes,"The movie opens with a fictionalized depiction of a real-life incident: the arrest on July 4, 2003 of 11 Turkish special forces soldiers and 13 civilians by U.S. forces of the 173rd Airborne commanded by Colonel William C. Mayville in the northern Iraqi Kurdish town of Sulaymaniyah. The Turkish soldiers suppose that this is an ordinary visit from their NATO allies. But this time is different.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",1.465762,"Some Men Are Born to be Heroes The movie opens with a fictionalized depiction of a real-life incident: the arrest on July 4, 2003 of 11 Turkish special forces soldiers and 13 civilians by U.S. forces of the 173rd Airborne commanded by Colonel William C. Mayville in the northern Iraqi Kurdish town of Sulaymaniyah. The Turkish soldiers suppose that this is an ordinary visit from their NATO allies. But this time is different."
3232,Pulp Fiction,Just because you are a character doesn't mean you have character.,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",121.463076,"Just because you are a character doesn't mean you have character. A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
3233,The Muppet Movie,More entertaining than humanly possible.,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10.639916,"More entertaining than humanly possible. Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate."
3234,Nightcrawler,The city shines brightest at night,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",89.095538,"The city shines brightest at night When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran."
3235,Club Dread,A vacation to die for,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2.62082,A vacation to die for When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!
3236,The Sound of Music,The happiest sound in all the world!,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",37.960289,The happiest sound in all the world! Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.
3237,Splash,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",21.735068,"Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong! A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid."
3238,Little Miss Sunshine,A family on the verge of a breakdown,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",14.793176999999998,"A family on the verge of a breakdown A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant."
3239,Stand by Me,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.","After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",51.109279,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of. After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy."
3240,28 Days Later,His fear began when he woke up alone. His terror began when he realised he wasn't.,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",45.490373999999996,"His fear began when he woke up alone. His terror began when he realised he wasn't. Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain."
3241,You Got Served,"If you want respect, you've got to take it.","At Mr. Rad's Warehouse, the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party, stealing their dancers - and their moves - two warring friends have to pull together to represent the street. Starring hip-hop sensations Marques Houston, Omari Grandberry, Lil' Kim and comedian Steve Harvey.","[{""id"": 18, ""name"": ""Drama""}]",3.8045970000000002,"If you want respect, you've got to take it. At Mr. Rad's Warehouse, the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party, stealing their dancers - and their moves - two warring friends have to pull together to represent the street. Starring hip-hop sensations Marques Houston, Omari Grandberry, Lil' Kim and comedian Steve Harvey."
3242,Escape from Alcatraz,No one has ever escaped from Alcatraz...and no one ever will!,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",26.356696999999997,"No one has ever escaped from Alcatraz...and no one ever will! Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again."
3243,Brown Sugar,When did you first fall in love with hip-hop?,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3.501158,"When did you first fall in love with hip-hop? Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris"
